timestamp;latitude;longitude;speedMps;Calc_deg_servo_1;Calc_deg_servo_2;roll;pitch;yaw;zigzag_yaw;rpm_prop_1;rpm_prop_2;battery_1;battery_2;mode_auto;x_enu_flat;y_enu_flat;z_enu_flat;X_ecef;Y_ecef;Z_ecef;x_enu_ecef;y_enu_ecef;z_enu_ecef,
2.030.631;-7.287.184;112.796.104;0.6;35.62;35.85;5.81;0.68;345.72;0;2220;2220;11.94;10.83;1;-992.671.086.644.225;0;0;-245.139.919.888.891;583.275.845.190.677;-803.647.745.115.185;-993.836.631.774.525;-9,,74E+08
2.030.731;-7.287.184;112.796.104;0.56;35.5;35.14;5.87;0.68;343.89;0;2159;2220;11.99;10.89;1;-992.671.086.644.225;0;0;-245.139.919.888.891;583.275.845.190.677;-803.647.745.115.185;-993.836.631.774.525;-9,,74E+08
2.030.831;-7.287.184;112.796.103;0.61;35.32;35.38;5.98;0.69;342.07;0;2220;2159;11.94;10.89;1;-100.370.076.535.685;0;0;-245.139.909.708.807;583.275.849.469.176;-803.647.745.115.185;-100.487.926.087.755;-1,,92E+08
2.030.931;-7.287.184;112.796.103;0.61;37.58;35.62;6.09;0.69;340.26;0;2220;2220;11.87;10.83;1;-100.370.076.535.685;0;0;-245.139.909.708.807;583.275.849.469.176;-803.647.745.115.185;-100.487.926.087.755;-1,,92E+08
2.031.031;-7.287.184;112.796.102;0.63;35.26;35.32;6.15;0.68;338.43;0;2159;2220;11.85;10.86;1;-101.473.044.406.948;0;0;-245.139.899.528.723;583.275.853.747.674;-803.647.745.115.185;-101.592.189.003.718;-1,,09E+08
2.031.131;-7.287.184;112.796.102;0.44;35.32;35.08;6.12;0.67;336.61;0;2220;2159;11.86;10.89;1;-101.473.044.406.948;0;0;-245.139.899.528.723;583.275.853.747.674;-803.647.745.115.185;-101.592.189.003.718;-1,,09E+08
2.031.231;-7.287.184;112.796.101;0.58;36.03;35.38;6.02;0.65;334.76;0;2220;2220;11.88;10.85;1;-102.576.012.293.885;0;0;-245.139.889.348.639;583.275.858.026.173;-803.647.745.115.185;-102.696.451.941.831;-1,,27E+08
2.031.331;-7.287.184;1.127.961;0.67;35.68;36.21;5.88;0.66;332.94;0;2159;2220;11.93;10.9;1;-103.678.980.165.147;0;0;-245.139.879.168.555;583.275.862.304.671;-803.647.745.115.185;-103.800.714.872.727;-1,,45E+08
2.031.431;-7.287.184;1.127.961;0.56;35.62;35.5;5.78;0.67;331.11;0;2220;2159;11.93;10.89;1;-103.678.980.165.147;0;0;-245.139.879.168.555;583.275.862.304.671;-803.647.745.115.185;-103.800.714.872.727;-1,,45E+08
2.031.531;-7.287.184;112.796.099;0.63;36.09;36.09;5.8;0.68;329.27;0;2220;2220;11.92;10.85;1;-10.478.194.803.641;0;0;-245.139.868.988.471;583.275.866.583.169;-803.647.745.115.185;-10.490.497.778.782;-1,,63E+08
2.031.631;-7.287.183;112.796.099;0.61;35.8;35.44;5.92;0.68;327.45;0;2159;2220;11.98;10.83;1;-10.478.194.803.641;0.111194926660101;0;-245.139.869.531.982;583.275.867.876.378;-803.647.635.416.313;-104.904.978.022.959;0.110591039461653;-8,
2.031.731;-7.287.183;112.796.098;0.61;35.44;35.85;6.1;0.68;325.45;0;2220;2159;11.91;10.86;1;-105.884.915.907.672;0.111194926660101;0;-245.139.859.351.897;583.275.872.154.875;-803.647.635.416.313;-106.009.240.952.299;0.110591016110874;-8,
2.031.831;-7.287.183;112.796.098;0.54;35.5;35.5;6.17;0.67;323.64;0;2220;2220;11.88;10.89;1;-105.884.915.907.672;0.111194926660101;0;-245.139.859.351.897;583.275.872.154.875;-803.647.635.416.313;-106.009.240.952.299;0.110591016110874;-8,
2.031.931;-7.287.183;112.796.097;0.69;35.62;35.08;6.13;0.65;321.82;0;2159;2220;11.97;10.9;1;-106.987.883.778.935;0.111194926660101;0;-245.139.849.171.813;583.275.876.433.373;-803.647.635.416.313;-107.113.503.866.522;0.110590992456267;-8,
2.032.031;-7.287.183;112.796.097;0.58;35.68;36.09;6.02;0.65;320.02;0;2220;2159;11.87;10.89;1;-106.987.883.778.935;0.111194926660101;0;-245.139.849.171.813;583.275.876.433.373;-803.647.635.416.313;-107.113.503.866.522;0.110590992456267;-8,
2.032.131;-7.287.183;112.796.096;0.65;35.5;36.86;5.92;0.66;318.21;0;2220;2220;11.84;10.89;1;-108.090.851.650.198;0.111194926660101;0;-245.139.838.991.729;58.327.588.071.187;-803.647.635.416.313;-1.082.177.667.986;0.11059096857833;-9,
2.032.231;-7.287.182;112.796.096;0.57;35.68;35.85;5.91;0.66;316.41;0;2159;2220;11.88;10.89;1;-108.090.851.650.198;0.222389853320203;0;-24.513.983.953.524;583.275.882.005.079;-80.364.752.571.744;-108.217.767.039.401;0.221183111230608;-9,
